sampleid	samplingdate	ST
ERR5442461	2020-01-01	ST353
ERR5442462	2020-01-01	ST353
ERR5442469	2020-01-01	ST147
ERR5442471	2020-01-01	ST147
ERR5442472	2020-01-01	ST29
ERR5442501	2020-01-01	ST14
ERR5442507	2020-01-01	ST3370
ERR5442531	2020-01-01	ST147-1LV
ERR5442538	2020-01-01	ST336
ERR5442542	2020-01-01	ST147-1LV
ERR6183385	2021-02-25	ST420
ERR6183404	2021-02-23	ST420
ERR6293445	2016-01-24	ST437
ERR6293447	2016-01-06	ST437
ERR6293448	2016-08-25	ST437
ERR6293449	2016-11-03	ST437
ERR6293451	2015-08-17	ST437
ERR6293452	2018-09-02	ST437
ERR6293453	2017-12-12	ST437
ERR6293454	2018-03-05	ST437
ERR6293456	2017-12-16	ST437
ERR6293457	2018-12-01	ST437
ERR6293458	2018-12-01	ST437
ERR6293460	2018-04-30	ST437
ERR6293461	2018-12-11	ST437
ERR6293463	2019-01-28	ST437
ERR6293464	2019-01-30	ST437
ERR6293465	2017-04-20	ST437
ERR6415299	2019-05-01	ST252
ERR6415304	2019-05-01	ST252
ERR6415311	2019-05-01	ST252
ERR6415319	2019-05-01	ST16-1LV
ERR6415321	2019-05-01	ST252
ERR6415325	2019-05-01	ST252
ERR6415326	2019-05-01	ST1017
ERR6415327	2019-05-01	ST307
ERR6415331	2019-05-01	ST252
ERR6415335	2019-05-01	ST252
ERR6415337	2019-05-01	ST252
ERR6415343	2019-05-01	ST16
ERR6415347	2019-05-01	ST3702
ERR6415348	2019-05-01	ST14
ERR6415353	2019-05-01	ST1017
ERR6415354	2019-05-01	ST252
ERR7813768	2016-03-02	ST17
ERR7813769	2016-04-26	ST512
ERR7813771	2016-07-07	ST11
ERR7813772	2016-10-14	ST258
ERR7813778	2017-05-02	ST2459
ERR7813785	2017-09-25	ST147
ERR7813788	2017-10-18	ST307
ERR7813791	2017-11-22	ST101
ERR7813792	2017-11-28	ST258
ERR7813793	2017-12-07	ST512
ERR7813794	2017-12-07	ST512
ERR7813795	2017-12-07	ST512
ERR7813796	2017-12-07	ST512
ERR7813797	2017-12-15	ST101
ERR7813798	2017-12-15	ST101
ERR7813799	2018-01-05	ST11
ERR7813800	2018-01-09	ST11
ERR7813801	2018-01-10	ST512
ERR7813802	2018-01-12	ST1395-2LV
ERR7813803	2019-01-21	ST636
ERR7813804	2019-02-28	ST20
ERR7813805	2019-04-12	ST1626
ERR7813806	2019-06-26	ST4106
ERR7813807	2019-07-17	ST14
ERR7813808	2019-07-23	ST14
ERR7813809	2019-08-13	ST14
ERR7813810	2019-09-13	ST4
ERR7813811	2019-11-05	ST378
ERR7813813	2019-12-04	ST4
ERR7813963	2016-11-18	ST1161
ERR7850191	2015-06-09	ST395
ERR7850201	2016-09-01	ST395
ERR7850206	2015-05-15	ST395
ERR7850208	2018-05-31	ST395
ERR7850210	2017-02-03	ST395
ERR7850213	2018-04-13	ST395
ERR7850215	2018-03-20	ST395
ERR7850219	2017-06-08	ST395
ERR7850222	2018-05-21	ST395
ERR7850223	2016-09-25	ST395
ERR7850224	2015-06-08	ST395
ERR7850225	2015-10-20	ST395
ERR7850227	2015-06-23	ST395
ERR7850228	2017-01-11	ST395
ERR7850231	2017-12-15	ST395
ERR7850234	2015-06-15	ST395
ERR7850237	2018-01-31	ST395
ERR7850238	2017-02-08	ST395
ERR7850239	2018-09-05	ST395
ERR7850241	2016-08-15	ST395
ERR7850242	2015-06-03	ST395
ERR7850243	2016-10-28	ST395
ERR7850244	2017-02-01	ST395
ERR7850245	2017-08-14	ST395
ERR7850247	2016-05-16	ST395
ERR7850248	2015-03-28	ST395
ERR7850250	2016-11-14	ST395
ERR7850251	2018-07-12	ST395
ERR7850255	2017-01-11	ST395
ERR7850256	2015-06-22	ST395
ERR7850257	2018-07-05	ST395
ERR7850258	2018-03-12	ST395
ERR7850259	2018-06-05	ST395
ERR7850260	2016-05-16	ST395
ERR7850262	2018-01-09	ST395
ERR7850265	2015-07-10	ST395
ERR7850268	2015-01-20	ST395
ERR7850269	2015-04-15	ST395
ERR7850272	2015-06-22	ST395
ERR7850273	2017-04-05	ST395
ERR7850276	2018-06-22	ST395
ERR7850278	2015-08-25	ST395
ERR7850283	2015-01-13	ST395
ERR7850284	2015-01-19	ST395
ERR7850285	2018-02-03	ST395
ERR7850286	2016-06-21	ST395
ERR7850289	2015-09-09	ST395
ERR7850290	2018-01-24	ST395
ERR7850291	2017-01-24	ST395
ERR7850292	2015-02-20	ST395
ERR7850293	2015-11-24	ST395
ERR7850296	2018-03-10	ST395
ERR7850297	2015-06-07	ST395
ERR7850298	2015-03-20	ST395
ERR7850300	2015-03-18	ST395
ERR7850301	2015-08-03	ST395
ERR7850304	2017-11-17	ST395
ERR7850307	2015-03-04	ST395
ERR7850308	2015-11-06	ST395
ERR7850309	2018-07-26	ST395
ERR7850310	2018-02-02	ST395
ERR8288512	2021-01-01	ST437
ERR8288523	2021-01-01	ST628-1LV
ERR8288527	2021-01-01	ST437
ERR8288536	2021-01-01	ST307
ERR8288539	2021-01-01	ST15
ERR8288546	2021-01-01	ST678
ERR8288548	2021-01-01	ST3659
ERR8288554	2021-01-01	ST678
ERR8288556	2021-01-01	ST15
ERR8288590	2021-01-01	ST678
ERR8288592	2021-01-01	ST353
ERR8288602	2021-01-01	ST437
ERR8288638	2021-01-01	ST45
ERR8288645	2021-01-01	ST5518
ERR8288649	2021-01-01	ST29
ERR8288685	2021-01-01	ST628-1LV
ERR8604130	2019-02-13	ST307
ERR8604131	2019-02-14	ST307
ERR8604132	2019-02-19	ST307
ERR8604133	2019-03-08	ST307
ERR8604134	2019-03-12	ST307
ERR8604135	2019-02-26	ST11
ERR8604136	2019-03-17	ST307
ERR8604137	2019-03-22	ST307
ERR8604138	2019-03-25	ST307
ERR8604139	2019-03-27	ST307
ERR8604140	2019-02-12	ST4873-1LV
ERR8604141	2019-02-16	ST307
ERR8604143	2019-05-06	ST307
ERR8604144	2019-05-03	ST512
ERR8604145	2019-02-21	ST11
ERR8604146	2019-05-06	ST307
ERR8604147	2019-05-03	ST512
ERR8604148	2019-04-25	ST307
ERR8604149	2019-02-11	ST11
ERR8604150	2019-02-26	ST307
ERR8604151	2019-03-11	ST307
ERR8604152	2019-03-07	ST307
ERR8604153	2019-03-29	ST307
ERR8604154	2019-04-29	ST307
ERR8604155	2019-02-20	ST11
ERR8604156	2019-03-23	ST11
ERR8604157	2019-02-08	ST15
ERR8604158	2019-02-13	ST11
ERR8604159	2019-02-17	ST628
ERR8604160	2019-03-04	ST15
ERR8604161	2019-03-03	ST11
ERR8604162	2019-02-21	ST392
ERR8604163	2019-02-27	ST307
ERR8604164	2019-02-27	ST307
ERR8604165	2019-02-18	ST307
ERR8604166	2019-02-19	ST307
ERR8604167	2019-02-22	ST307
ERR8604168	2019-02-26	ST307
ERR8604169	2019-03-04	ST392
ERR8604170	2019-03-11	ST307
ERR8604171	2019-03-11	ST307
ERR8604172	2019-03-11	ST152
ERR8604173	2019-03-20	ST392
ERR8604174	2019-02-13	ST15
ERR8604175	2019-02-13	ST15
ERR8604176	2019-02-13	ST15
ERR8604177	2019-02-14	ST392
ERR8604178	2019-02-13	ST15
ERR8604180	2019-02-18	ST15
ERR8604181	2019-02-25	ST15
ERR8604182	2019-02-18	ST15
ERR8604183	2019-02-25	ST15
ERR8604184	2019-02-18	ST11
ERR8604185	2019-02-18	ST11
ERR8604186	2019-02-19	ST11
ERR8604187	2019-03-29	ST11
ERR8604188	2019-04-08	ST11
ERR8604189	2019-04-15	ST11
ERR8604190	2019-04-24	ST11
ERR8604192	2019-05-06	ST147
ERR8604193	2019-02-11	ST512
ERR8604194	2019-02-11	ST392
ERR8604195	2019-04-09	ST512
ERR8604196	2019-02-13	ST437
ERR8604197	2019-03-28	ST307
ERR8604198	2019-02-27	ST512
ERR8604199	2019-02-26	ST307
ERR8604200	2019-03-15	ST512
ERR8604201	2019-03-30	ST147
ERR8604202	2019-04-09	ST437
ERR8604203	2019-04-18	ST512
ERR8604204	2019-04-18	ST11
ERR8604205	2019-04-18	ST512
ERR8604206	2019-04-18	ST512
ERR8604207	2019-04-18	ST11
ERR8604208	2019-05-04	ST512
ERR8604209	2019-02-21	ST449
ERR8604211	2019-04-15	ST147
ERR8604212	2019-04-23	ST253
ERR8604213	2019-04-30	ST4123
ERR8604214	2019-04-24	ST4123
ERR8604215	2019-01-31	ST307
ERR8604216	2019-02-01	ST307
ERR8604217	2019-02-12	ST11
ERR8604218	2019-03-19	ST307
ERR8604219	2019-03-20	ST307
ERR8604220	2019-03-28	ST307
ERR8604221	2019-04-02	ST307
ERR8604222	2019-04-12	ST461
ERR8604223	2019-04-16	ST307
ERR8604224	2019-04-25	ST1454
ERR8604225	2019-02-12	ST307
ERR8604226	2019-03-13	ST11
ERR8604227	2019-05-06	ST6
ERR8604228	2019-02-13	ST15
ERR8604229	2019-02-20	ST11
ERR8604230	2019-02-28	ST11
ERR8604231	2019-03-09	ST11-1LV
ERR8604232	2019-03-18	ST11
ERR8604233	2019-04-18	ST11
ERR8604234	2019-03-31	ST15-1LV
ERR8604235	2019-04-28	ST11
ERR8604236	2019-02-05	ST252
ERR8604237	2019-02-13	ST307
ERR8604238	2019-04-08	ST13
ERR8604239	2019-04-22	ST13
ERR8604240	2019-04-24	ST15
ERR8604241	2019-05-08	ST307
ERR8604242	2019-05-03	ST11
ERR8604243	2019-04-12	ST22
ERR8604244	2019-02-12	ST307
ERR8604245	2019-02-14	ST323
ERR8604246	2019-02-28	ST307
ERR8604247	2019-03-04	ST307
ERR8604248	2019-03-04	ST15
ERR8604249	2019-03-07	ST15
ERR8604250	2019-03-11	ST307
ERR8604251	2019-03-22	ST13
ERR8604252	2019-04-03	ST13
ERR8604253	2019-04-03	ST15
ERR8604254	2019-02-07	ST15
ERR8604255	2019-02-12	ST15
ERR8604256	2019-02-23	ST15
ERR8604257	2019-02-25	ST15
ERR8604258	2019-05-04	ST15
ERR8604259	2019-03-28	ST147
ERR8604260	2019-02-27	ST15
ERR8604261	2019-02-22	ST15
ERR8604262	2019-04-16	ST15
ERR8604264	2019-02-13	ST307
ERR8604265	2019-02-21	ST307
ERR8604266	2019-03-28	ST11
ERR8604267	2019-04-10	ST307
ERR8604268	2019-04-16	ST307
ERR8604269	2019-04-26	ST307
ERR8604270	2019-04-30	ST15
ERR8604271	2019-02-19	ST147
ERR8604272	2019-03-06	ST307
ERR8604273	2019-03-11	ST147
ERR8604274	2019-03-21	ST147
ERR8604275	2019-04-05	ST147
ERR8604276	2019-04-09	ST307
ERR8604277	2019-04-17	ST147
ERR8604278	2019-04-30	ST11
ERR8604279	2019-02-12	ST37
ERR8604280	2019-02-22	ST147
ERR8604281	2019-02-26	ST405
ERR8604282	2019-03-05	ST111
ERR8604283	2019-03-08	ST37
ERR8604284	2019-03-08	ST147
ERR8604285	2019-03-10	ST111
ERR8604286	2019-03-13	ST405
ERR8604287	2019-03-16	ST29
ERR8604288	2019-02-17	ST39
ERR8604289	2019-02-26	ST307
ERR8604290	2019-03-02	ST11
ERR8604291	2019-03-02	ST512
ERR8604292	2019-03-07	ST39
ERR8604293	2019-03-12	ST307
ERR8604294	2019-04-02	ST29
ERR8604295	2019-04-12	ST39
ERR8604296	2019-04-14	ST512
ERR8604297	2019-02-08	ST307
ERR8604298	2019-02-09	ST11
ERR8604299	2019-02-09	ST11
ERR8604300	2019-02-09	ST392
ERR8604301	2019-02-14	ST307
ERR8604302	2019-03-04	ST3362
ERR8604303	2019-03-05	ST15
ERR8604305	2019-03-09	ST307
ERR8604306	2019-02-17	ST107
ERR8604307	2019-02-18	ST982-3LV
ERR8604308	2019-03-13	ST307
ERR8604310	2019-02-15	ST11
ERR8604311	2019-02-22	ST152
ERR8604312	2019-03-19	ST11
ERR8604313	2019-03-26	ST11
ERR8604314	2019-03-29	ST111
ERR8604315	2019-04-09	ST11
ERR8604316	2019-04-10	ST11
ERR8604317	2019-04-17	ST11
ERR8604319	2019-02-11	ST307
ERR8604320	2019-02-11	ST307
ERR8604321	2019-02-11	ST307
ERR8604322	2019-02-13	ST15
ERR8604323	2019-02-18	ST307
ERR8604324	2019-02-16	ST307
ERR8604325	2019-02-18	ST307
ERR8604326	2019-02-24	ST15
ERR8604327	2019-03-06	ST307
ERR8604328	2019-02-11	ST512
ERR8604329	2019-02-19	ST512
ERR8604330	2019-02-22	ST512
ERR8604331	2019-02-26	ST512
ERR8604332	2019-03-30	ST512
ERR8604333	2019-03-14	ST512
ERR8604334	2019-03-18	ST512
ERR8604335	2019-03-22	ST512
ERR8604336	2019-03-28	ST512
ERR8604337	2019-03-30	ST512
ERR8604338	2019-02-07	ST392
ERR8604340	2019-02-23	ST307
ERR8604341	2019-03-10	ST307
ERR8604342	2019-04-09	ST392
ERR8604343	2019-04-12	ST307
ERR8604344	2019-04-12	ST392
ERR8604345	2019-04-14	ST307
ERR8604346	2019-04-18	ST101
ERR8604347	2019-02-11	ST392
ERR8604348	2019-02-13	ST39
ERR8604349	2019-02-14	ST392
ERR8604350	2019-02-18	ST258
ERR8604351	2019-02-19	ST258
ERR8604352	2019-02-27	ST11
ERR8604353	2019-03-20	ST258
ERR8604354	2019-04-19	ST147
ERR8604355	2019-02-14	ST709
ERR8604356	2019-03-30	ST147
ERR8604357	2019-04-03	ST17
ERR8604358	2019-04-15	ST870
ERR8604359	2019-04-15	ST307
ERR8604360	2019-04-23	ST17
ERR8604361	2019-04-03	ST13
ERR8604362	2019-02-17	ST307
ERR8604364	2019-03-08	ST405
ERR8604365	2019-03-14	ST392
ERR8604366	2019-02-11	ST15
ERR8604367	2019-02-15	ST15
ERR8604368	2019-03-08	ST15
ERR8604369	2019-02-12	ST716
ERR8604370	2019-03-11	ST15
ERR8604371	2019-04-04	ST15
ERR8604372	2019-05-03	ST716
ERR8604373	2019-02-19	ST11
ERR8604374	2019-02-20	ST307
ERR8604375	2019-02-19	ST1873
ERR8604376	2019-02-22	ST307
ERR8604377	2019-02-13	ST35
ERR8604378	2019-02-24	ST35
ERR8604379	2019-02-27	ST307
ERR8604380	2019-03-01	ST15
ERR8604381	2019-03-14	ST15
ERR8604382	2019-03-10	ST258
ERR8604383	2019-03-25	ST512
ERR8604384	2019-03-29	ST512
ERR8604385	2019-03-29	ST512
ERR8604386	2019-04-05	ST512
ERR8604387	2019-04-23	ST512
ERR8604388	2019-03-05	ST512
ERR8604389	2019-03-11	ST512
ERR8604390	2019-03-15	ST512
ERR8604391	2019-03-29	ST512
ERR8604392	2019-02-05	ST512
ERR8604393	2019-02-06	ST512
ERR8604394	2019-02-11	ST512
ERR8604395	2019-02-14	ST512
ERR8604396	2019-02-21	ST512
ERR8604397	2019-03-25	ST512
ERR8604398	2019-03-29	ST512
ERR8604399	2019-03-29	ST512
ERR8604400	2019-04-05	ST512
ERR8604401	2019-04-23	ST37
ERR8604403	2019-03-11	ST512
ERR8604404	2019-03-15	ST512
ERR8604405	2019-03-29	ST512-1LV
ERR8604406	2019-04-05	ST512
ERR8604407	2019-04-05	ST11
ERR8604408	2019-05-06	ST4975
ERR8604409	2019-02-11	ST512
ERR8604410	2019-03-07	ST512
ERR8604411	2019-03-18	ST512
ERR8604412	2019-03-20	ST15
ERR8604413	2019-04-23	ST512
ERR8604414	2019-05-04	ST147
ERR8604415	2019-02-21	ST15
ERR8604416	2019-02-15	ST1963
ERR8604417	2019-03-13	ST307
ERR8604418	2019-04-03	ST307
ERR8604419	2019-03-17	ST15
ERR8604420	2019-03-20	ST15
ERR8604421	2019-03-20	ST551
ERR8604422	2019-03-12	ST15
ERR8604423	2019-03-12	ST15
ERR8604424	2019-04-21	ST15
ERR8604425	2019-04-30	ST307
ERR8604426	2019-05-04	ST15
ERR8604427	2019-02-11	ST147
ERR8604428	2019-02-13	ST147
ERR8604429	2019-02-14	ST147
ERR8604430	2019-02-22	ST147
ERR8604431	2019-02-25	ST147
ERR8604432	2019-02-26	ST147
ERR8604433	2019-02-27	ST147
ERR8604434	2019-03-01	ST15
ERR8604436	2019-03-04	ST147
ERR8604437	2019-02-07	ST147
ERR8604438	2019-01-28	ST15
ERR8604439	2019-02-22	ST147
ERR8604440	2019-03-20	ST147
ERR8604443	2019-03-25	ST147
ERR8604445	2019-02-11	ST215
ERR8604446	2019-02-03	ST147
ERR8604447	2019-02-01	ST392
ERR8604448	2019-01-02	ST147
ERR8604449	2019-02-13	ST147
ERR8604450	2019-02-18	ST147
ERR8604451	2019-02-18	ST307
ERR8604452	2019-02-18	ST15
ERR8604453	2019-03-13	ST307
ERR8604454	2019-04-06	ST147
ERR8604455	2019-03-28	ST147
ERR8604456	2019-02-11	ST11
ERR8604457	2019-02-13	ST5000
ERR8604458	2019-02-14	ST11
ERR8604459	2019-02-15	ST5000
ERR8604460	2019-02-18	ST11
ERR8604461	2019-02-18	ST11
ERR8604462	2019-02-20	ST11
ERR8604463	2019-02-23	ST5000
ERR8604464	2019-02-25	ST5000
ERR8604465	2019-02-26	ST11
ERR8604466	2019-02-12	ST11
ERR8604467	2019-02-21	ST147
ERR8604468	2019-03-05	ST11
ERR8604469	2019-03-05	ST11
ERR8604470	2019-03-07	ST307
ERR8604471	2019-03-21	ST11
ERR8604472	2019-03-31	ST11
ERR8604473	2019-04-09	ST11
ERR8604474	2019-05-03	ST307
ERR8604475	2019-05-06	ST11
ERR8604476	2019-02-11	ST11
ERR8604477	2019-02-12	ST11
ERR8604478	2019-02-18	ST11
ERR8604479	2019-02-20	ST11
ERR8604480	2019-02-25	ST11
ERR8604481	2019-02-27	ST11
ERR8604482	2019-03-12	ST11
ERR8604483	2019-03-12	ST11
ERR8604484	2019-03-20	ST11
ERR8604485	2019-03-29	ST11
ERR8604486	2019-02-26	ST11
ERR8604487	2019-03-20	ST4721
ERR8604488	2019-02-13	ST17
ERR8604489	2019-02-21	ST307
ERR8604490	2019-03-06	ST15
ERR8604491	2019-03-08	ST405
ERR8604492	2019-04-07	ST664
ERR8604493	2019-04-11	ST392
ERR8604494	2019-04-16	ST429
ERR8604495	2019-04-23	ST307
ERR8604496	2019-04-27	ST152
ERR8604497	2019-02-11	ST405
ERR8604500	2019-02-15	ST13
ERR8604502	2019-02-18	ST405
ERR8604503	2019-02-21	ST405
ERR8604504	2019-02-27	ST405
ERR8604505	2019-02-28	ST556
ERR9301333	2018-07-16	ST392
ERR9301334	2018-07-18	ST307
ERR9301335	2018-07-21	ST307
ERR9301336	2018-07-23	ST392
ERR9301337	2018-07-23	ST307
ERR9301338	2018-08-16	ST147
ERR9301339	2018-08-17	ST147
ERR9301340	2019-05-16	ST628
ERR9301341	2019-07-25	ST336
ERR9301342	2019-07-29	ST628-1LV
ERR9301343	2019-07-29	ST17
ERR9301344	2019-07-31	ST307
ERR9301345	2019-08-02	ST392
ERR9301346	2019-08-07	ST392
ERR9301347	2019-08-11	ST392
ERR9301348	2019-08-21	ST392
ERR9301349	2020-07-20	ST307
ERR9301350	2020-07-27	ST485
ERR9301351	2020-08-17	ST307
ERR9301352	2020-08-24	ST45
ERR9301353	2020-08-31	ST392
ERR9301354	2020-10-05	ST392
ERR9301355	2020-10-08	ST307
ERR9301356	2020-10-13	ST307
ERR9301357	2020-10-13	ST54
ERR9301358	2020-10-28	ST307
ERR9301359	2020-11-30	ST307
ERR9301360	2020-12-07	ST147
ERR9301361	2020-12-21	ST307
ERR9301362	2021-02-15	ST307
ERR9301363	2021-02-15	ST392
ERR9301364	2021-02-19	ST15
ERR9301365	2021-02-26	ST15
ERR9301366	2021-02-22	ST392
ERR9301367	2021-03-03	ST392
ERR9301368	2021-03-10	ST392
ERR9301369	2021-03-10	ST307
ERR9301370	2021-03-16	ST307
ERR9301371	2021-03-22	ST792
ERR9301372	2021-03-25	ST45
ERR9301373	2021-03-29	ST392
ERR9301374	2021-04-13	ST307
ERR9301375	2021-04-13	ST392
ERR9301376	2021-04-19	ST2703
ERR9301377	2021-04-20	ST15
ERR9301378	2021-04-26	ST307
ERR9301379	2021-04-27	ST2703
ERR9301380	2021-04-27	ST29
ERR9301381	2021-04-27	ST268
ERR9301382	2021-04-26	ST15
ERR9301383	2021-05-04	ST307
ERR9301384	2021-05-04	ST14
ERR9301385	2021-05-10	ST391
ERR9301386	2021-05-10	ST2703
ERR9301387	2021-05-10	ST556
ERR9301388	2021-05-12	ST2703
ERR9301389	2021-05-17	ST392
ERR9301390	2021-05-17	ST392
ERR9301391	2021-05-25	ST307
ERR9849170	2015-06-22	ST395
ERR9941300	2017-08-29	ST788
ERR9941301	2017-11-13	ST378
ERR9941302	2017-11-13	ST378
ERR9941304	2018-01-30	ST3157
ERR9941319	2015-01-01	ST15
ERR9941320	2015-01-21	ST15
ERR9941321	2015-09-21	ST15
ERR9941322	2016-01-28	ST405
ERR9941325	2020-02-06	ST11
ERR9941326	2020-02-10	ST11
SRR10012081	2016-02-02	ST395
SRR10017634	2018-09-04	ST11
SRR10017635	2018-09-03	ST11
SRR10017636	2018-08-14	ST11
SRR10017637	2018-08-23	ST15
SRR10017638	2018-08-23	ST11
SRR10017639	2018-08-23	ST11
SRR10087055	2017-01-10	ST512
SRR10087056	2017-01-10	ST307
SRR10087057	2017-01-10	ST307
SRR10087059	2017-01-10	ST258
SRR10087060	2017-01-10	ST307
SRR10087061	2017-01-10	ST307
SRR10087062	2017-01-10	ST512
SRR10087064	2017-01-10	ST258
SRR10087065	2017-01-10	ST258
SRR10087067	2017-01-10	ST307
SRR10087068	2017-01-10	ST307
SRR10087069	2017-01-10	ST307
SRR10087070	2017-01-10	ST512
SRR10087072	2017-01-10	ST307
SRR10087073	2017-01-10	ST101
SRR10087074	2017-01-10	ST307
SRR10087075	2017-01-10	ST307
SRR10087076	2017-01-10	ST307
SRR10087077	2017-01-10	ST307
SRR10087078	2017-01-10	ST11
SRR10087079	2017-01-10	ST307
SRR10087080	2017-01-10	ST512
SRR10087081	2017-01-10	ST512
SRR10087082	2017-01-10	ST395
SRR10087083	2017-01-10	ST307
SRR10087084	2017-01-10	ST307
SRR10087085	2017-01-10	ST307
SRR10087088	2017-01-10	ST307
SRR10087089	2017-01-10	ST307
SRR10087091	2017-01-10	ST307
SRR10087092	2017-01-10	ST37
SRR10087095	2017-01-10	ST512
SRR10087096	2017-01-10	ST512
SRR10087097	2017-01-10	ST512
SRR10087098	2017-01-10	ST512
SRR10087099	2017-01-10	ST101
SRR10087100	2017-01-10	ST512
SRR10087101	2017-01-10	ST307
SRR10087103	2017-01-10	ST307
SRR10087105	2017-01-10	ST512
SRR10087107	2017-01-10	ST307
SRR10087108	2017-01-10	ST512
SRR10087109	2017-01-10	ST512
SRR10087110	2017-01-10	ST307
SRR10087111	2017-01-10	ST512
SRR10087112	2017-01-10	ST101
SRR10087115	2017-01-10	ST512
SRR10087116	2017-01-10	ST512
SRR10087117	2017-01-10	ST512
SRR10087118	2017-01-10	ST441-1LV
SRR10087119	2017-01-10	ST512
SRR10087120	2017-01-10	ST512
SRR10087121	2017-01-10	ST307
SRR10087122	2017-01-10	ST307
SRR10087123	2017-01-10	ST101
SRR10087124	2017-01-10	ST512
SRR10087125	2017-01-10	ST512
SRR10087126	2017-01-10	ST512
SRR10087127	2017-01-10	ST258
SRR10087129	2017-01-10	ST307
SRR10087130	2017-01-10	ST258
SRR10087131	2017-01-10	ST512
SRR10087132	2017-01-10	ST307
SRR10087134	2017-01-10	ST512
SRR10123246	2019-04-06	ST395
SRR10176980	2018-05-04	ST11
SRR10251224	2015-03-02	ST307
SRR10255013	2015-05-02	ST11
SRR10257668	2015-05-03	ST45
SRR10267335	2015-10-05	ST1015
SRR10267343	2015-10-05	ST551
SRR10269947	2015-09-16	ST25
SRR10269951	2015-10-01	ST327
SRR10269953	2015-06-02	ST327
SRR10294869	2015-02-23	ST231
SRR10294870	2015-02-19	ST11
SRR10294871	2015-02-18	ST147
SRR10294872	2015-02-18	ST11
SRR10294873	2015-02-18	ST147
SRR10294874	2015-01-06	ST11
SRR10294875	2015-02-18	ST231
SRR10294876	2015-02-18	ST11
SRR10294877	2015-01-06	ST231
SRR10294878	2015-02-17	ST231
SRR10294879	2015-07-05	ST11
SRR10294880	2015-02-17	ST231
SRR10294881	2015-01-06	ST231
SRR10294882	2015-02-17	ST101
SRR10294883	2015-02-16	ST73
SRR10294884	2015-02-16	ST15
SRR10294885	2015-02-16	ST147
SRR10294886	2015-01-06	ST15
SRR10294887	2015-02-10	ST147
SRR10294888	2015-02-10	ST231
SRR10294889	2015-01-01	ST11
SRR10294890	2015-07-02	ST11
SRR10294891	2015-02-09	ST236
SRR10294892	2015-02-09	ST236
SRR10294893	2015-02-09	ST11
SRR10294894	2015-02-08	ST2202
SRR10294895	2015-02-08	ST15
SRR10294896	2015-02-08	ST231
SRR10294897	2015-02-05	ST231
SRR10294898	2015-02-05	ST11
SRR10294899	2015-02-05	ST231
SRR10294900	2015-09-30	ST101
SRR10294901	2015-06-28	ST231
SRR10294902	2015-09-29	ST11
SRR10294903	2015-09-28	ST101
SRR10294904	2015-09-28	ST231
SRR10294905	2015-09-27	ST147
SRR10294906	2015-09-27	ST147
SRR10294907	2015-02-03	ST11
SRR10294908	2015-09-17	ST147
SRR10294909	2015-02-03	ST231
SRR10294910	2015-09-14	ST231
SRR10294911	2015-09-14	ST11
SRR10294912	2015-06-23	ST11
SRR10294914	2015-09-13	ST101
SRR10294915	2015-09-08	ST231
SRR10294916	2015-09-07	ST11
SRR10294917	2015-09-07	ST231
SRR10294918	2015-09-03	ST147
SRR10294919	2015-09-01	ST11
SRR10294920	2015-01-29	ST147
SRR10294921	2015-01-05	ST231
SRR10294922	2015-08-30	ST11
SRR10294923	2015-09-20	ST231
SRR10294924	2015-08-27	ST147
SRR10294925	2015-08-27	ST4548
SRR10294926	2015-08-24	ST107
SRR10294927	2015-08-24	ST231
SRR10294928	2015-08-19	ST147
SRR10294929	2015-01-28	ST231
SRR10294930	2015-08-17	ST11
SRR10294931	2015-01-28	ST11
SRR10294932	2015-08-11	ST219
SRR10294933	2015-08-10	ST231
SRR10294934	2015-06-21	ST231
SRR10294935	2015-08-10	ST101
SRR10294936	2015-08-10	ST231
SRR10294937	2015-01-27	ST11
SRR10294938	2015-08-06	ST231
SRR10294939	2015-08-05	ST231
SRR10294940	2015-08-04	ST231
SRR10294941	2015-08-04	ST15
SRR10294942	2015-08-04	ST11
SRR10294943	2015-08-02	ST147
SRR10294944	2015-07-30	ST231
SRR10294945	2015-06-21	ST11
SRR10294946	2015-07-30	ST11
SRR10294947	2015-01-27	ST231
SRR10294948	2015-01-27	ST11
SRR10294949	2015-01-27	ST147
SRR10294950	2015-07-26	ST231
SRR10294951	2015-07-22	ST101
SRR10294952	2015-07-22	ST11
SRR10294953	2015-07-21	ST437
SRR10294954	2015-07-21	ST231
SRR10294955	2015-06-15	ST147
SRR10294957	2015-06-10	ST11
SRR10294958	2015-07-21	ST231
SRR10294959	2015-06-21	ST11
SRR10294960	2015-06-10	ST11
SRR10294961	2015-06-10	ST11
SRR10294962	2015-01-21	ST37
SRR10294963	2015-06-09	ST147
SRR10294964	2015-06-08	ST11
SRR10294965	2015-06-08	ST11
SRR10294966	2015-06-08	ST101
SRR10294967	2015-01-20	ST307
SRR10294969	2015-05-26	ST11
SRR10294970	2015-07-21	ST231
SRR10294971	2015-05-26	ST231
SRR10294972	2015-05-25	ST11
SRR10294973	2015-05-24	ST231
SRR10294974	2015-05-24	ST147
SRR10294975	2015-05-19	ST147
SRR10294976	2015-05-18	ST3161
SRR10294977	2015-05-19	ST231
SRR10294978	2015-05-14	ST147
SRR10294979	2015-05-14	ST14
SRR10294980	2015-01-18	ST661
SRR10294981	2015-07-21	ST4547
SRR10294982	2015-05-11	ST185
SRR10294983	2015-05-11	ST14
