sampleid	samplingdate	ST
SH090920x1x85	2020-05-22	490
SH090920x1x93	2020-05-22	-
SH090920x1x94	2020-05-22	53
SH090920x2x14	2020-05-22	-
SH090920x1x90	2020-05-23	53
SH090920x1x83	2020-05-23	506
SH090920x2x11	2020-05-23	2
SH090920x2x4	2020-05-23	-
SH171220x1x18	2020-05-23	43
SH090920x2x13	2020-05-24	1
SH171220x1x16	2020-05-24	1
SH090920x2x12	2020-05-24	43
SH090920x2x15	2020-05-24	43
SH090920x2x16	2020-05-24	3
SH090920x2x8	2020-05-25	694
SH090920x2x1	2020-05-25	319
SH090920x2x10	2020-05-25	-
SH090920x1x95	2020-05-25	4
SH090920x2x17	2020-05-25	1
SH090920x2x7	2020-05-25	-
SH090920x1x96	2020-05-25	48
SH090920x2x5	2020-05-25	87
SH090920x2x21	2020-05-25	-
SH090920x2x6	2020-05-26	2
SH090920x2x20	2020-05-26	48
SH171220x1x79	2020-05-26	-
SH090920x2x29	2020-05-26	53
SH090920x2x60	2020-05-26	-
SH090920x2x31	2020-05-26	-
SH090920x2x3	2020-05-26	675
SH090920x2x2	2020-05-26	3
SH090920x2x9	2020-05-26	-
SH090920x2x19	2020-05-26	43
SH090920x2x43	2020-05-27	43
SH090920x2x25	2020-05-27	-
SH090920x2x26	2020-05-27	732
SH090920x2x27	2020-05-27	-
SH090920x2x28	2020-05-27	-
SH171220x1x19	2020-05-27	1117
SH090920x2x35	2020-05-27	7
SH090920x2x18	2020-05-27	74
SH090920x2x42	2020-05-27	-
SH171220x1x72	2020-05-27	3
SH090920x2x41	2020-05-27	32
SH090920x2x30	2020-05-27	43
SH090920x2x40	2020-05-27	7
SH171220x1x80	2020-05-27	6
SH171220x1x81	2020-05-27	1
SH090920x2x34	2020-05-28	43
SH090920x2x36	2020-05-28	4
SH171220x1x20	2020-05-28	1
SH171220x1x71	2020-05-28	694
SH090920x2x23	2020-05-28	4
SH090920x2x24	2020-05-28	3
SH090920x2x47	2020-05-28	36
SH090920x2x46	2020-05-28	885
SH090920x2x45	2020-05-28	53
SH090920x2x44	2020-05-28	53
SH090920x2x37	2020-05-28	53
SH090920x2x38	2020-05-28	64
SH171220x1x82	2020-05-29	3
SH090920x2x48	2020-05-29	43
SH090920x2x49	2020-05-29	882
SH090920x2x39xr2	2020-05-29	-
SH171220x1x73	2020-05-30	8
SH090920x2x51	2020-05-30	48
SH171220x1x74	2020-05-30	404
SH171220x1x11	2020-06-01	3
SH090920x2x55	2020-06-02	1
SH090920x2x56	2020-06-02	24
SH090920x2x57	2020-06-02	-
SH090920x2x81	2020-06-03	3
SH090920x2x53	2020-06-03	400
SH090920x2x80	2020-06-03	43
SH090920x2x54	2020-06-03	936
SH090920x2x52	2020-06-03	1
SH171220x1x77	2020-06-03	21
SH090920x2x71	2020-06-04	10
SH171220x1x76	2020-06-04	323
SH171220x1x75	2020-06-04	24
SH090920x2x59	2020-06-04	43
SH090920x2x61	2020-06-04	506
SH090920x2x63	2020-06-04	1
SH090920x2x65	2020-06-04	-
SH090920x2x66	2020-06-04	122
SH090920x2x67	2020-06-04	1
SH090920x2x77	2020-06-04	540
SH090920x2x76	2020-06-04	2
SH090920x2x75	2020-06-04	-
SH090920x2x74	2020-06-04	4
SH090920x2x72	2020-06-04	-
SH090920x2x69	2020-06-04	-
SH090920x2x64	2020-06-04	506
SH090920x2x73	2020-06-04	-
SH090920x2x58	2020-06-05	1
SH090920x2x62	2020-06-05	490
SH090920x2x70	2020-06-05	43
SH090920x2x78	2020-06-05	4
SH090920x2x79	2020-06-05	43
SH090920x2x83	2020-06-05	3
SH090920x2x89	2020-06-06	-
SH031220x2x96	2020-06-06	2
SH171220x1x12	2020-06-07	4
SH090920x2x82	2020-06-07	479
SH090920x2x84	2020-06-07	8
SH090920x2x93	2020-06-08	-
SH090920x2x88	2020-06-08	77
SH090920x2x87	2020-06-08	-
SH171220x1x13	2020-06-08	64
SH031220x2x95	2020-06-08	3
SH090920x2x86	2020-06-08	6
SH090920x2x85	2020-06-09	-
SH300920x1x1	2020-06-09	3
SH300920x1x4	2020-06-09	4
SH300920x1x6	2020-06-09	4
SH090920x2x96	2020-06-09	8
SH090920x2x90	2020-06-09	-
SH090920x2x92	2020-06-09	26
SH090920x2x91	2020-06-09	43
SH171220x1x14	2020-06-09	-
SH090920x2x94	2020-06-10	817
SH300920x1x8	2020-06-10	6
SH300920x1x7	2020-06-10	64
SH300920x1x5	2020-06-10	46
SH300920x1x3	2020-06-10	-
SH090920x2x95	2020-06-10	4
SH300920x1x9	2020-06-10	4
SH171220x1x21	2020-06-10	6
SH281020x1x04	2020-06-10	404
SH300920x1x11	2020-06-10	535
SH300920x1x10	2020-06-10	66
SH281020x1x10	2020-06-11	53
SH281020x1x01	2020-06-11	8
SH300920x1x2	2020-06-11	53
SH300920x1x16	2020-06-11	74
SH281020x1x03	2020-06-11	26
SH300920x1x12	2020-06-12	3
SH300920x1x17	2020-06-12	27
SH300920x1x15	2020-06-12	43
SH300920x1x14	2020-06-12	620
SH300920x1x13	2020-06-12	-
SH281020x1x06	2020-06-12	-
SH281020x1x02	2020-06-12	1
SH281020x1x15	2020-06-12	3
SH281020x1x08	2020-06-12	315
SH281020x1x05	2020-06-12	43
SH281020x1x07	2020-06-13	8
SH281020x1x14	2020-06-13	36
SH281020x1x09	2020-06-13	475
SH171220x1x22	2020-06-13	205
SH281020x1x16	2020-06-14	658
SH281020x1x18	2020-06-14	-
SH281020x1x28	2020-06-15	414
SH281020x1x25	2020-06-15	2
SH281020x1x11	2020-06-15	355
SH281020x1x13	2020-06-15	21
SH281020x1x29	2020-06-15	87
SH281020x1x17	2020-06-15	355
SH281020x1x24	2020-06-15	-
SH281020x1x33	2020-06-16	34
SH281020x1x34	2020-06-16	53
SH281020x1x22	2020-06-16	506
SH281020x1x23	2020-06-16	-
SH281020x1x27	2020-06-16	53
SH281020x1x21	2020-06-16	506
SH281020x1x30	2020-06-16	-
SH281020x1x20	2020-06-16	66
SH281020x1x19	2020-06-16	-
SH281020x1x32	2020-06-16	6
SH281020x1x26	2020-06-16	-
SH281020x1x37	2020-06-17	32
SH281020x1x81	2020-06-17	-
SH281020x1x80	2020-06-17	-
SH281020x1x47	2020-06-17	43
SH281020x1x46	2020-06-17	-
SH300920x1x51	2020-06-17	10
SH281020x1x38	2020-06-17	-
SH171220x1x83	2020-06-17	-
SH281020x1x44	2020-06-18	3
SH281020x1x35	2020-06-18	-
SH281020x1x82	2020-06-18	2
SH281020x1x45	2020-06-18	1
SH281020x1x36	2020-06-18	3
SH281020x1x40	2020-06-19	46
SH281020x1x77	2020-06-19	4
SH281020x1x91	2020-06-19	66
SH281020x1x41	2020-06-19	33
SH281020x1x42	2020-06-20	43
SH281020x1x79	2020-06-20	-
SH281020x2x02	2020-06-21	2
SH281020x2x25	2020-06-21	620
SH281020x1x48	2020-06-21	-
SH281020x1x43	2020-06-21	478
SH171220x2x32	2020-06-22	537
SH281020x1x85	2020-06-22	-
SH281020x1x86	2020-06-22	33
SH281020x1x87	2020-06-22	4
SH281020x1x88	2020-06-22	4
SH281020x1x92	2020-06-22	36
SH281020x1x96	2020-06-22	55
SH281020x1x95	2020-06-22	-
SH281020x2x01	2020-06-22	3
SH281020x1x89	2020-06-23	1
SH281020x1x84	2020-06-23	3
SH281020x1x83	2020-06-23	53
SH281020x1x94	2020-06-23	197
SH281020x2x07	2020-06-23	661
SH281020x2x03	2020-06-24	-
SH281020x1x93	2020-06-24	-
SH171220x2x33	2020-06-24	34
SH281020x2x04	2020-06-25	-
SH281020x2x06	2020-06-25	22
SH281020x2x08	2020-06-25	946
SH281020x2x11	2020-06-25	108
SH281020x2x12	2020-06-25	53
SH281020x2x14	2020-06-25	4
SH281020x2x16	2020-06-25	10
SH281020x2x05	2020-06-25	1
SH281020x2x15	2020-06-25	4
SH281020x2x18	2020-06-26	21
SH281020x2x09	2020-06-26	367
SH281020x2x10	2020-06-26	24
SH281020x2x17	2020-06-26	21
SH281020x2x20	2020-06-26	-
SH281020x2x13	2020-06-26	1
SH281020x2x19	2020-06-26	355
SH281020x2x22	2020-06-27	16
SH281020x2x35	2020-06-27	66
SH281020x2x21	2020-06-28	1
SH281020x2x43	2020-06-28	-
SH281020x2x36	2020-06-28	-
SH281020x2x37	2020-06-28	-
SH281020x2x23	2020-06-28	-
SH281020x2x42	2020-06-29	53
SH281020x2x28	2020-06-29	1095
SH281020x2x58	2020-06-29	53
SH171220x2x35	2020-06-29	66
SH281020x2x34	2020-06-29	404
SH281020x2x24	2020-06-29	52
SH281020x2x26	2020-06-29	-
SH281020x2x38	2020-06-30	35
SH281020x2x33	2020-06-30	506
SH281020x2x30	2020-06-30	26
SH281020x2x29	2020-06-30	-
SH281020x2x32	2020-06-30	197
SH281020x2x27	2020-06-30	636
SH281020x2x31	2020-06-30	-
SH281020x2x39	2020-07-01	892
SH281020x2x47	2020-07-01	400
SH281020x2x44	2020-07-01	636
SH281020x2x41	2020-07-01	-
SH281020x2x45	2020-07-01	129
SH281020x2x49	2020-07-01	636
SH281020x2x53	2020-07-02	506
SH281020x2x46	2020-07-02	1087
SH281020x2x48	2020-07-02	-
SH281020x2x52	2020-07-03	26
SH281020x2x50	2020-07-03	4
SH281020x2x83	2020-07-03	61
SH281020x2x96	2020-07-03	862
SH020221x1x07	2020-07-03	862
SH281020x2x51	2020-07-03	4
SH281020x2x55	2020-07-04	4
SH281020x2x85	2020-07-04	323
SH281020x2x56	2020-07-04	17
SH281020x2x77	2020-07-05	4
SH281020x2x79	2020-07-05	963
SH281020x2x54	2020-07-05	3
SH281020x2x84	2020-07-05	-
SH281020x2x57	2020-07-05	1
SH281020x2x78	2020-07-06	7
SH281020x2x80	2020-07-06	-
SH281020x2x81	2020-07-06	83
SH281020x2x82	2020-07-06	1
SH281020x2x87	2020-07-06	4
SH281020x2x89	2020-07-06	-
SH281020x2x92	2020-07-06	732
SH281020x2x91	2020-07-07	732
SH281020x2x90	2020-07-07	21
SH281020x2x88	2020-07-07	4
SH281020x2x86	2020-07-07	33
SH030621x1x01	2020-07-07	368
SH020221x1x02	2020-07-07	205
SH281020x2x93	2020-07-08	-
SH281020x2x94	2020-07-08	632
SH281020x2x95	2020-07-08	4
SH020221x1x08	2020-07-08	8
SH020221x1x09	2020-07-08	126
SH020221x1x04	2020-07-08	946
SH020221x1x03	2020-07-08	3
SH020221x1x06	2020-07-09	1
SH020221x1x15	2020-07-09	-
SH020221x1x17	2020-07-09	-
SH020221x1x05	2020-07-09	3
SH030621x1x43	2020-07-10	-
SH020221x1x12	2020-07-10	26
SH020221x1x13	2020-07-10	4
SH020221x1x14	2020-07-10	-
SH020221x1x19	2020-07-10	-
SH020221x1x20	2020-07-10	882
SH020221x1x10	2020-07-10	29
SH020221x1x23	2020-07-10	355
SH030621x1x02	2020-07-10	4
SH020221x1x28	2020-07-10	61
SH020221x1x33	2020-07-10	506
SH020221x1x27	2020-07-10	61
SH020221x1x11	2020-07-10	722
SH020221x1x25	2020-07-11	623
SH020221x1x22	2020-07-11	3
SH030621x1x03	2020-07-11	399
SH020221x1x24	2020-07-12	3
SH020221x1x18	2020-07-12	35
SH020221x1x34	2020-07-12	952
SH020221x1x26	2020-07-13	128
SH020221x1x21	2020-07-13	10
SH020221x1x30	2020-07-13	36
SH020221x1x29	2020-07-14	-
SH020221x1x32	2020-07-14	-
SH020221x1x31	2020-07-14	809
SH020221x1x40	2020-07-15	8
SH020221x1x39	2020-07-15	36
SH020221x1x38	2020-07-15	572
SH020221x1x37	2020-07-15	3
SH020221x1x44	2020-07-16	1
SH030621x1x04	2020-07-16	35
SH020221x1x49	2020-07-16	43
SH020221x1x46	2020-07-16	-
SH020221x1x41	2020-07-16	846
SH020221x1x36	2020-07-16	3
SH020221x1x35	2020-07-16	61
SH020221x1x48	2020-07-17	7
SH020221x1x47	2020-07-17	21
SH020221x1x43	2020-07-17	21
SH020221x1x53	2020-07-17	8
SH020221x1x58	2020-07-18	10
SH020221x1x50	2020-07-18	3
SH020221x1x52	2020-07-18	-
SH020221x1x57	2020-07-19	-
SH030621x1x05	2020-07-19	-
SH020221x1x54	2020-07-19	-
SH020221x1x60	2020-07-19	53
SH020221x1x61	2020-07-19	34
SH020221x1x42	2020-07-19	34
SH020221x1x67	2020-07-20	-
SH020221x1x59	2020-07-20	620
SH020221x1x55	2020-07-20	355
SH020221x1x56	2020-07-20	-
SH020221x1x94	2020-07-21	-
SH020221x1x63	2020-07-21	-
SH020221x1x62	2020-07-21	-
SH020221x1x75	2020-07-21	-
SH020221x1x73	2020-07-21	-
SH020221x1x64	2020-07-21	506
SH020221x1x65	2020-07-21	963
SH020221x1x66	2020-07-22	-
SH020221x1x69	2020-07-22	960
SH020221x1x71	2020-07-22	43
SH020221x1x77	2020-07-22	-
SH020221x1x72	2020-07-22	43
SH020221x1x74	2020-07-22	3
SH020221x1x76	2020-07-22	862
SH020221x1x70	2020-07-23	532
SH020221x1x68	2020-07-23	66
SH020221x1x79	2020-07-23	127
SH020221x1x83	2020-07-23	-
SH020221x1x78	2020-07-24	3
SH020221x1x80	2020-07-24	26
SH020221x1x81	2020-07-24	88
SH020221x1x82	2020-07-24	4
SH020221x2x01	2020-07-24	1
SH020221x1x85	2020-07-25	1
SH030621x1x06	2020-07-25	3
SH030621x1x07	2020-07-25	-
SH020221x1x84	2020-07-25	26
SH020221x2x09	2020-07-25	4
SH020221x1x92	2020-07-26	8
SH020221x1x93	2020-07-26	-
SH020221x1x95	2020-07-26	3
SH020221x1x96	2020-07-26	-
SH020221x2x04	2020-07-26	-
SH020221x2x07	2020-07-27	43
SH020221x1x87	2020-07-27	4
SH020221x2x10	2020-07-27	-
SH020221x2x08	2020-07-27	3
SH020221x2x03	2020-07-27	534
SH020221x1x86	2020-07-27	-
SH020221x1x90	2020-07-27	4
SH020221x1x89	2020-07-27	27
SH020221x1x88	2020-07-27	3
SH020221x2x05	2020-07-28	4
SH020221x2x06	2020-07-28	4
SH020221x2x17	2020-07-28	400
SH020221x2x23	2020-07-28	649
SH020221x2x02	2020-07-28	8
SH020221x2x16	2020-07-28	-
SH030621x1x08	2020-07-29	8
SH020221x2x24	2020-07-29	862
SH020221x2x18	2020-07-29	908
SH211020x2x09	2020-07-29	2
SH020221x2x14	2020-07-29	2
SH211020x2x08	2020-07-30	-
SH020221x2x15	2020-07-30	-
SH020221x2x11	2020-07-30	-
SH020221x2x29	2020-07-30	-
SH020221x2x27	2020-07-30	658
SH020221x2x26	2020-07-30	1
SH020221x2x28	2020-07-30	-
SH020221x2x12	2020-07-30	524
SH020221x2x13	2020-07-30	-
SH020221x2x22	2020-07-30	-
SH020221x2x21	2020-07-30	132
SH020221x2x25	2020-07-30	908
SH211020x2x30	2020-07-31	7
SH020221x2x20	2020-07-31	43
SH211020x2x11	2020-08-01	475
SH020221x2x30	2020-08-01	-
SH211020x2x16	2020-08-01	33
SH230920x2x49	2020-08-02	315
SH211020x2x10	2020-08-02	4
SH211020x2x12	2020-08-02	1
SH020221x2x31	2020-08-02	-
SH211020x2x17	2020-08-03	745
SH211020x2x35	2020-08-03	620
SH171220x2x28	2020-08-03	-
SH211020x2x15	2020-08-03	-
SH211020x2x26	2020-08-03	658
SH211020x2x25	2020-08-03	375
SH211020x2x13	2020-08-03	4
SH211020x2x23	2020-08-04	53
SH211020x2x28	2020-08-04	43
SH211020x2x27	2020-08-04	66
SH211020x2x14	2020-08-04	205
SH211020x2x31	2020-08-04	74
SH211020x2x22	2020-08-04	506
SH211020x2x21	2020-08-04	-
SH211020x2x19	2020-08-04	52
SH211020x2x20	2020-08-04	400
SH211020x2x45	2020-08-04	43
SH211020x2x47	2020-08-05	26
SH211020x2x48	2020-08-05	82
SH211020x2x49	2020-08-05	53
SH211020x2x18	2020-08-05	471
SH211020x2x29	2020-08-06	471
SH211020x2x52	2020-08-06	-
SH211020x2x51	2020-08-06	-
SH211020x2x37	2020-08-06	471
SH211020x2x39	2020-08-06	-
SH211020x2x41	2020-08-06	502
SH211020x2x42	2020-08-06	24
SH211020x2x46	2020-08-06	843
SH221020x1x90	2020-08-06	632
SH171220x2x29	2020-08-06	3
SH211020x2x33	2020-08-06	33
SH221020x2x01	2020-08-07	371
SH221020x1x91	2020-08-07	910
SH211020x2x34	2020-08-07	36
SH211020x2x36	2020-08-07	36
SH211020x2x38	2020-08-07	36
SH211020x2x40	2020-08-07	-
SH211020x2x43	2020-08-07	-
SH171220x2x94	2020-08-07	4
SH211020x2x50	2020-08-07	375
SH211020x2x53	2020-08-08	221
SH211020x2x54	2020-08-08	73
SH211020x2x55	2020-08-08	3
SH221020x1x88	2020-08-08	43
SH221020x1x86	2020-08-08	666
SH221020x1x89	2020-08-09	3
SH221020x1x92	2020-08-10	-
SH211020x2x57	2020-08-10	1
SH221020x1x87	2020-08-10	3
SH221020x1x94	2020-08-10	221
SH221020x1x84	2020-08-10	73
SH221020x1x83	2020-08-10	4
SH221020x1x82	2020-08-10	74
SH221020x1x81	2020-08-10	-
SH171220x2x30	2020-08-10	36
SH221020x1x85	2020-08-11	24
SH221020x2x04	2020-08-11	-
SH221020x2x02	2020-08-11	53
SH221020x2x09	2020-08-11	-
SH221020x1x96	2020-08-11	-
SH221020x2x08	2020-08-12	35
SH171220x2x31	2020-08-12	29
SH300920x1x20	2020-08-12	-
SH221020x1x95	2020-08-12	2
SH221020x2x03	2020-08-12	34
SH171220x1x84	2020-08-13	2
SH300920x1x27	2020-08-13	-
SH221020x2x06	2020-08-13	-
SH221020x2x07	2020-08-13	1
SH300920x1x18	2020-08-14	-
SH300920x1x19	2020-08-14	-
SH300920x1x21	2020-08-14	108
SH300920x1x23	2020-08-14	43
SH300920x1x24	2020-08-14	43
SH300920x1x25	2020-08-14	53
SH300920x1x26	2020-08-14	1
SH300920x1x29	2020-08-14	303
SH300920x2x9	2020-08-14	43
SH300920x1x28	2020-08-15	43
SH171220x1x23	2020-08-15	-
SH300920x1x36	2020-08-16	818
SH300920x2x7	2020-08-16	1
SH300920x1x33	2020-08-16	1
SH300920x1x22	2020-08-16	-
SH300920x1x31	2020-08-16	1
SH300920x2x6	2020-08-16	1088
SH300920x1x32	2020-08-17	732
SH300920x1x35	2020-08-17	786
SH300920x1x34	2020-08-17	404
SH300920x2x3	2020-08-17	620
SH300920x2x4	2020-08-17	-
SH300920x1x30	2020-08-17	4
SH300920x2x8	2020-08-17	3
SH300920x1x37	2020-08-17	10
SH300920x2x5	2020-08-18	53
SH300920x1x38	2020-08-18	506
SH300920x2x1	2020-08-18	506
SH300920x1x39	2020-08-18	4
SH300920x2x2	2020-08-18	732
SH300920x1x40	2020-08-19	-
SH300920x2x13	2020-08-19	43
SH300920x2x14	2020-08-19	36
SH300920x2x15	2020-08-19	620
SH300920x2x10	2020-08-20	9
SH300920x2x11	2020-08-20	404
SH300920x2x12	2020-08-20	694
SH300920x2x16	2020-08-20	6
SH171220x1x24	2020-08-20	129
SH300920x2x19	2020-08-20	-
SH300920x2x22	2020-08-20	43
SH300920x2x23	2020-08-20	-
SH300920x2x17	2020-08-21	10
SH300920x2x20	2020-08-21	3
SH300920x2x21	2020-08-21	32
SH300920x2x24	2020-08-21	-
SH300920x2x18	2020-08-21	-
SH300920x2x26	2020-08-22	4
SH300920x2x25	2020-08-23	3
SH300920x2x27	2020-08-24	2
SH300920x2x32	2020-08-24	519
SH300920x2x31	2020-08-24	3
SH300920x2x30	2020-08-24	378
SH300920x2x36	2020-08-24	3
SH300920x2x29	2020-08-24	24
SH300920x2x28	2020-08-24	455
SH300920x2x34	2020-08-24	649
SH300920x2x33	2020-08-25	-
SH300920x2x38	2020-08-25	4
SH300920x2x37	2020-08-25	620
SH011020x1x2	2020-08-26	43
SH171220x1x85	2020-08-26	-
SH300920x2x35	2020-08-26	1
SH011020x1x5	2020-08-26	355
SH011020x1x6	2020-08-26	-
SH011020x1x8	2020-08-26	32
SH011020x1x3	2020-08-26	53
SH011020x1x4	2020-08-27	44
SH300920x2x39	2020-08-27	-
SH011020x1x7	2020-08-27	53
SH011020x1x9	2020-08-27	197
SH300920x2x40	2020-08-27	43
SH011020x1x15	2020-08-27	86
SH011020x1x22	2020-08-27	404
SH011020x1x1	2020-08-27	-
SH011020x1x20	2020-08-28	1
SH011020x1x25	2020-08-28	34
SH011020x1x12	2020-08-28	3
SH011020x1x19	2020-08-28	937
SH011020x1x16	2020-08-28	4
SH011020x1x11	2020-08-28	4
SH011020x1x18	2020-08-29	1
SH011020x1x10	2020-08-29	400
SH011020x1x28	2020-08-29	-
SH011020x1x21	2020-08-29	197
SH011020x1x17	2020-08-29	3
SH011020x1x24	2020-08-29	-
SH011020x1x23	2020-08-30	-
SH011020x1x26	2020-08-30	24
SH230920x2x28	2020-08-30	-
SH011020x1x27	2020-08-31	-
SH230920x2x27	2020-08-31	-
SH011020x1x29	2020-08-31	8
SH230920x2x30	2020-08-31	24
SH230920x2x29	2020-08-31	4
SH230920x2x26	2020-08-31	39
SH230920x2x31	2020-09-01	36
SH230920x2x17	2020-09-01	53
SH230920x2x24	2020-09-01	52
SH230920x2x23	2020-09-01	221
SH230920x2x22	2020-09-01	10
SH230920x2x21	2020-09-01	-
SH230920x2x19	2020-09-01	197
SH230920x2x16	2020-09-01	506
SH230920x2x25	2020-09-01	-
SH230920x2x20	2020-09-01	3
SH230920x2x32	2020-09-01	44
SH230920x1x20	2020-09-02	3
SH230920x2x18	2020-09-02	419
SH230920x2x14	2020-09-02	1
SH230920x2x13	2020-09-02	66
SH230920x2x15	2020-09-03	3
SH230920x2x12	2020-09-03	-
SH230920x1x31	2020-09-03	21
SH230920x2x04	2020-09-03	-
SH230920x1x28	2020-09-04	36
SH230920x1x30	2020-09-04	66
SH230920x2x01	2020-09-04	26
SH230920x2x02	2020-09-04	36
SH230920x1x16	2020-09-04	-
SH230920x2x05	2020-09-04	36
SH230920x2x03	2020-09-04	509
SH230920x2x07	2020-09-04	129
SH230920x2x08	2020-09-04	-
SH230920x2x09	2020-09-04	2
SH230920x2x11	2020-09-04	730
SH230920x2x06	2020-09-04	846
SH230920x1x14	2020-09-05	4
SH230920x1x32	2020-09-05	4
SH230920x1x11	2020-09-05	3
SH230920x2x10	2020-09-05	35
SH230920x1x27	2020-09-05	3
SH230920x1x26	2020-09-05	3
SH230920x1x25	2020-09-05	4
SH230920x1x09	2020-09-06	-
SH230920x1x10	2020-09-06	3
SH230920x1x05	2020-09-07	1
SH230920x1x04	2020-09-07	-
SH230920x1x15	2020-09-07	87
SH230920x1x08	2020-09-07	-
SH230920x1x17	2020-09-07	3
SH230920x1x12	2020-09-07	3
SH230920x1x19	2020-09-07	33
SH230920x1x24	2020-09-07	52
SH230920x1x22	2020-09-07	35
SH230920x1x18	2020-09-08	3
SH011020x1x55	2020-09-08	29
SH230920x1x06	2020-09-08	52
SH230920x1x23	2020-09-08	1092
SH011020x1x46	2020-09-08	83
SH230920x1x01	2020-09-08	506
SH230920x1x02	2020-09-08	43
SH230920x1x07	2020-09-08	217
SH011020x1x30	2020-09-08	2
SH011020x1x43	2020-09-08	43
SH230920x1x21	2020-09-08	3
SH230920x1x13	2020-09-08	29
SH011020x1x54	2020-09-09	1
SH011020x1x37xr2	2020-09-09	2
SH011020x1x44	2020-09-09	519
SH230920x1x03	2020-09-09	43
SH011020x1x45	2020-09-09	34
SH011020x1x35	2020-09-09	2
SH011020x1x33	2020-09-09	-
SH011020x1x52	2020-09-10	471
SH011020x1x31	2020-09-10	66
SH011020x1x41	2020-09-10	910
SH011020x1x42	2020-09-10	-
SH011020x1x50	2020-09-10	-
SH011020x1x38	2020-09-10	3
SH011020x1x39	2020-09-10	1
SH011020x1x32	2020-09-10	1087
SH011020x1x34	2020-09-10	11
SH011020x1x40	2020-09-10	3
SH011020x1x62	2020-09-11	2
SH171220x2x64	2020-09-11	26
SH011020x1x49	2020-09-11	4
SH011020x1x67	2020-09-11	3
SH011020x1x68	2020-09-11	398
SH011020x1x51	2020-09-11	53
SH011020x1x48	2020-09-11	3
SH081020x1x03	2020-09-11	86
SH011020x1x36	2020-09-11	82
SH011020x1x53xr2	2020-09-12	43
SH011020x1x47	2020-09-12	-
SH011020x1x59	2020-09-13	-
SH011020x1x58	2020-09-13	35
SH011020x1x61	2020-09-13	379
SH011020x1x70	2020-09-14	-
SH011020x1x56	2020-09-14	-
SH011020x1x57	2020-09-14	10
SH011020x1x65	2020-09-14	217
SH011020x1x63	2020-09-14	-
SH011020x1x60	2020-09-14	4
SH011020x2x5	2020-09-15	632
SH011020x1x74	2020-09-15	1
SH011020x1x69	2020-09-15	3
SH011020x1x75	2020-09-15	745
SH011020x1x71	2020-09-15	1
SH011020x1x73	2020-09-15	36
SH011020x1x72	2020-09-15	-
SH011020x1x66	2020-09-15	53
SH011020x1x76	2020-09-15	61
SH011020x1x77	2020-09-16	4
SH011020x1x78	2020-09-16	1
SH011020x1x82	2020-09-16	4
SH171220x2x27	2020-09-17	4
SH011020x1x80	2020-09-17	1
SH011020x1x93	2020-09-17	-
SH011020x1x87	2020-09-17	10
SH011020x1x86	2020-09-17	3
SH011020x2x2	2020-09-18	506
SH171220x2x65	2020-09-18	732
SH011020x1x95	2020-09-18	4
SH011020x1x89	2020-09-18	1
SH011020x1x88	2020-09-18	506
SH011020x1x85	2020-09-18	221
SH011020x1x84	2020-09-18	-
SH011020x1x83	2020-09-18	4
SH011020x1x81	2020-09-18	43
SH011020x1x96	2020-09-19	634
SH011020x2x3	2020-09-19	732
SH011020x2x4	2020-09-19	27
SH011020x2x11	2020-09-19	-
SH011020x2x1	2020-09-20	-
SH081020x1x09	2020-09-20	1
SH011020x1x94	2020-09-20	1
SH081020x1x13	2020-09-21	3
SH011020x2x9	2020-09-21	10
SH011020x2x8	2020-09-21	-
SH011020x2x7	2020-09-21	511
SH011020x2x6	2020-09-21	855
SH081020x1x06	2020-09-21	7
SH011020x2x10	2020-09-21	506
SH081020x1x07	2020-09-21	380
SH081020x1x08	2020-09-21	53
SH171220x1x87	2020-09-21	30
SH081020x1x01	2020-09-21	3
SH081020x1x14	2020-09-21	36
SH081020x1x04	2020-09-22	658
SH081020x1x05	2020-09-22	43
SH081020x1x02	2020-09-22	3
SH081020x1x11	2020-09-22	30
SH081020x1x16	2020-09-22	-
SH081020x1x10	2020-09-22	-
SH081020x1x23	2020-09-23	4
SH081020x1x19	2020-09-23	24
SH081020x1x18	2020-09-23	3
SH081020x1x33	2020-09-23	506
SH081020x1x15	2020-09-23	33
SH081020x1x12	2020-09-23	-
SH081020x2x10	2020-09-24	3
SH081020x1x24	2020-09-24	4
SH081020x1x31	2020-09-24	4
SH081020x1x26	2020-09-24	88
SH081020x1x34	2020-09-24	35
SH081020x1x25	2020-09-24	4
SH081020x1x20	2020-09-24	3
SH081020x1x22	2020-09-24	6
SH081020x1x32	2020-09-25	34
SH081020x1x27	2020-09-25	2
SH081020x1x36	2020-09-25	-
SH081020x1x38	2020-09-25	3
SH081020x1x35	2020-09-25	506
SH171220x1x25	2020-09-26	-
SH081020x1x30	2020-09-26	24
SH081020x1x39	2020-09-26	32
SH081020x2x05	2020-09-26	-
SH081020x1x28	2020-09-26	24
SH171220x1x86	2020-09-27	29
SH081020x2x03	2020-09-27	893
SH081020x2x17	2020-09-27	1
SH081020x2x01	2020-09-27	1
SH081020x1x40	2020-09-27	6
SH081020x1x37	2020-09-27	-
SH081020x2x09	2020-09-28	4
SH081020x2x02	2020-09-28	3
SH081020x2x14	2020-09-28	-
SH081020x2x15	2020-09-28	10
SH081020x2x16	2020-09-28	43
SH081020x2x06	2020-09-28	3
SH081020x2x18	2020-09-29	1091
SH081020x2x19	2020-09-29	1095
SH081020x2x11	2020-09-29	3
SH081020x2x20	2020-09-29	3
